,smiles,cid,bitter,bitter_prob,non_bitter_prob,sweet,sweet_prob,non_sweet_prob
2238,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1O)CO[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@H]1O)C,12314995.0,True,0.8639473934075199,0.13605260659248009,True,0.7315971654531743,0.2684028345468257
2244,O=C(N[C@@H](Cc1ccccc1)C(=O)OC)[C@H]1NCCC1,12378873.0,True,0.6594035629487347,0.3405964370512653,True,0.6783929209973794,0.32160707900262064
2266,S(=O)(=O)(OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O)O,127259.0,True,0.8047899088657225,0.19521009113427745,True,0.9973036303210542,0.0026963696789458202
2268,O1[C@@H]([C@H](O)[C@@H](O)C[C@@H]1OC)C,12775770.0,True,0.8715129732435608,0.1284870267564392,True,0.9869926583871945,0.013007341612805479
2269,O1C(C(O)C(OC)CC1OC)C,12775774.0,True,0.9730932728136923,0.02690672718630771,True,0.9554238256566839,0.044576174343316066
2270,O1[C@@H]([C@@H](O)[C@@H](OC)C[C@H]1OC)C,12775775.0,True,0.9730932728136923,0.02690672718630771,True,0.9554238256566839,0.044576174343316066
2271,O1[C@@H]([C@@H](O)[C@H](OC)C[C@@H]1OC)C,12775778.0,True,0.9730932728136923,0.02690672718630771,True,0.9554238256566839,0.044576174343316066
2272,O1[C@H]([C@@H](O)[C@@H](OC)C[C@@H]1OC)C,12775781.0,True,0.9730932728136923,0.02690672718630771,True,0.9554238256566839,0.044576174343316066
2273,O1[C@H]([C@@H](O)[C@@H](OC)C[C@H]1OC)C,12775782.0,True,0.9730932728136923,0.02690672718630771,True,0.9554238256566839,0.044576174343316066
2274,O1[C@H]([C@H](O)[C@H](OC)C[C@@H]1OC)C,12775784.0,True,0.9730932728136923,0.02690672718630771,True,0.9554238256566839,0.044576174343316066
2275,O1C(C(OC)C(O)CC1OC)C,12775787.0,True,0.9525701739394177,0.047429826060582325,True,0.9582775511528127,0.04172244884718734
2283,[As](=O)(OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)(O)O,128033.0,True,0.9694146003660085,0.03058539963399154,True,0.9926666981650604,0.007333301834939632
2313,O([C@@H]1[C@H](O)[C@@H](O)[C@@H](OC1)OC)[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,129679.0,True,0.8187220334126334,0.1812779665873666,True,0.718598780110985,0.281401219889015
2417,O(C(=O)[C@@H](NC(=O)CN)Cc1ccccc1)C,13894893.0,True,0.6154159780617453,0.3845840219382547,True,0.9035181109837219,0.09648188901627808
2449,O1[C@@H]([C@H](O)[C@@H](O)C[C@@H]1OCC(C)C)C,14101679.0,True,0.7207976889577103,0.27920231104228965,True,0.9863175340661118,0.013682465933888222
2450,O1C(C(O)C(O)C(O)C1OCC1OC1)CO,14101757.0,True,0.8265145844396287,0.17348541556037134,True,0.8087914657587927,0.19120853424120732
2500,O1C(C(O)C2OC(OC2)(C)C)C(O)COC1(C)C,14309979.0,True,0.9999137113477948,8.628865220516868e-05,True,0.8809960585055688,0.11900394149443116
2561,FC(F)(F)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)OC)CC(=O)O,14651051.0,True,0.8278480836144217,0.17215191638557825,True,0.7026836850074791,0.29731631499252087
2572,O1C(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1CO,14682822.0,True,0.5589313650109796,0.4410686349890204,True,0.9436357734697625,0.05636422653023754
2590,S(=O)(=O)(OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)O,151149.0,True,0.8047899088657225,0.19521009113427745,True,0.9973036303210542,0.0026963696789458202
2599,S(=O)(=O)(OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O)O,151407.0,True,0.8047899088657225,0.19521009113427745,True,0.9973036303210542,0.0026963696789458202
2615,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OCC(C)C)CO,15385692.0,True,0.8439599400741058,0.1560400599258942,True,0.9945471994683245,0.005452800531675517
2659,O1C(OCC(O)CCO)CCCC1,15772871.0,True,0.9117956487223966,0.0882043512776034,True,0.9324948433732603,0.06750515662673973
2718,O([C@@]1(OC[C@@H](O)[C@@H](O)[C@@H]1O)CO)C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,16035194.0,True,0.6240634932883462,0.3759365067116538,True,0.9776832279865922,0.02231677201340776
2721,O1[C@@H]([C@H](O)[C@H](OC(=O)C)[C@@H](O)[C@@H]1OC)COC(=O)C,16046428.0,True,0.9603582928322469,0.03964170716775306,True,0.964547476258424,0.035452523741576036
2729,O1[C@]2(O[C@@H](CC2)C)[C@H](O)[C@@H](O)C[C@H]1CCO,16066486.0,True,0.9367189180035999,0.06328108199640015,True,0.9342461500161148,0.06575384998388523
2731,O1[C@@]2(O[C@@H](CC2)C)[C@H](O)[C@@H](O)C[C@@H]1CCO,16066506.0,True,0.9367189180035999,0.06328108199640015,True,0.9342461500161148,0.06575384998388523
